normalized_url,kind,best_statuscode,best_mimetype,best_timestamp,best_original,best_wayback_url,fetch_url,content_candidate,reason,destination_hint,redirect_candidate,downloaded,cache_hit,final_url,final_normalized_url,final_kind,final_destination_hint,error
http://ikttips.skolbloggen.se/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,post_like,200,text/html,20120308021341,http://ikttips.skolbloggen.se:80/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,https://web.archive.org/web/20120308021341/http://ikttips.skolbloggen.se:80/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,https://web.archive.org/web/20120308021341id_/http://ikttips.skolbloggen.se:80/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,True,html-content,2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/index.html,False,True,False,https://web.archive.org/web/20120308021341id_/http://ikttips.skolbloggen.se:80/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,http://ikttips.skolbloggen.se/2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/,post_like,2011/10/10/mentorstiden-10-okt-2011-akademisk-hederlighet/index.html,
http://ikttips.skolbloggen.se/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,post_like,200,text/html,20170924001756,http://ikttips.skolbloggen.se:80/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,https://web.archive.org/web/20170924001756/http://ikttips.skolbloggen.se:80/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,https://web.archive.org/web/20170924001756id_/http://ikttips.skolbloggen.se:80/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,True,html-content,2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/index.html,False,True,False,https://web.archive.org/web/20170924001756id_/http://ikttips.skolbloggen.se:80/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,http://ikttips.skolbloggen.se/2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/,post_like,2011/10/23/mentorstiden-24-okt-upphovsratten-och-hur-du-kan-hitta-fria-bilder/index.html,
http://ikttips.skolbloggen.se/2011/10/24/ett-3d-projekt-i-garsnas/,post_like,200,text/html,20120308021336,http://ikttips.skolbloggen.se:80/2011/10/24/ett-3d-projekt-i-garsnas/,https://web.archive.org/web/20120308021336/http://ikttips.skolbloggen.se:80/2011/10/24/ett-3d-projekt-i-garsnas/,https://web.archive.org/web/20120308021336id_/http://ikttips.skolbloggen.se:80/2011/10/24/ett-3d-projekt-i-garsnas/,True,html-content,2011/10/24/ett-3d-projekt-i-garsnas/index.html,False,True,False,https://web.archive.org/web/20120308021336id_/http://ikttips.skolbloggen.se:80/2011/10/24/ett-3d-projekt-i-garsnas/,http://ikttips.skolbloggen.se/2011/10/24/ett-3d-projekt-i-garsnas/,post_like,2011/10/24/ett-3d-projekt-i-garsnas/index.html,
http://ikttips.skolbloggen.se/2011/11/,other,200,text/html,20170924123355,http://ikttips.skolbloggen.se:80/2011/11/,https://web.archive.org/web/20170924123355/http://ikttips.skolbloggen.se:80/2011/11/,https://web.archive.org/web/20170924123355id_/http://ikttips.skolbloggen.se:80/2011/11/,True,html-content,2011/11/index.html,False,True,False,https://web.archive.org/web/20170924123355id_/http://ikttips.skolbloggen.se:80/2011/11/,http://ikttips.skolbloggen.se/2011/11/,other,2011/11/index.html,
http://ikttips.skolbloggen.se/2011/11/15/bokcirkel-om-gosta-berlings-saga/,post_like,200,text/html,20120308021449,http://ikttips.skolbloggen.se:80/2011/11/15/bokcirkel-om-gosta-berlings-saga/,https://web.archive.org/web/20120308021449/http://ikttips.skolbloggen.se:80/2011/11/15/bokcirkel-om-gosta-berlings-saga/,https://web.archive.org/web/20120308021449id_/http://ikttips.skolbloggen.se:80/2011/11/15/bokcirkel-om-gosta-berlings-saga/,True,html-content,2011/11/15/bokcirkel-om-gosta-berlings-saga/index.html,False,True,False,https://web.archive.org/web/20120308021449id_/http://ikttips.skolbloggen.se:80/2011/11/15/bokcirkel-om-gosta-berlings-saga/,http://ikttips.skolbloggen.se/2011/11/15/bokcirkel-om-gosta-berlings-saga/,post_like,2011/11/15/bokcirkel-om-gosta-berlings-saga/index.html,
http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,post_like,200,text/html,20131226095138,http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,https://web.archive.org/web/20131226095138/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,https://web.archive.org/web/20131226095138id_/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,True,html-content,2011/11/22/mentorstiden-1411-2011/index.html,False,True,False,https://web.archive.org/web/20131226095138id_/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-1411-2011/,post_like,2011/11/22/mentorstiden-1411-2011/index.html,
http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,post_like,200,text/html,20131226094033,http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,https://web.archive.org/web/20131226094033/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,https://web.archive.org/web/20131226094033id_/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,True,html-content,2011/11/22/mentorstiden-2111-2011/index.html,False,True,False,https://web.archive.org/web/20131226094033id_/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/,post_like,2011/11/22/mentorstiden-2111-2011/index.html,
http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/feed/,feed,200,text/xml,20131226093840,http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/feed/,https://web.archive.org/web/20131226093840/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/feed/,https://web.archive.org/web/20131226093840id_/http://ikttips.skolbloggen.se/2011/11/22/mentorstiden-2111-2011/feed/,False,kind:feed,2011/11/22/mentorstiden-2111-2011/feed/index.html,False,False,False,,,,,
http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,post_like,200,text/html,20131226095258,http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,https://web.archive.org/web/20131226095258/http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,https://web.archive.org/web/20131226095258id_/http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,True,html-content,2011/11/24/bloggar-i-skolan/index.html,False,True,False,https://web.archive.org/web/20131226095258id_/http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,http://ikttips.skolbloggen.se/2011/11/24/bloggar-i-skolan/,post_like,2011/11/24/bloggar-i-skolan/index.html,
http://ikttips.skolbloggen.se/2011/11/28/mentorstiden-2811-2011-kallkritik/,post_like,200,text/html,20180225141659,http://ikttips.skolbloggen.se:80/2011/11/28/mentorstiden-2811-2011-kallkritik/,https://web.archive.org/web/20180225141659/http://ikttips.skolbloggen.se:80/2011/11/28/mentorstiden-2811-2011-kallkritik/,https://web.archive.org/web/20180225141659id_/http://ikttips.skolbloggen.se:80/2011/11/28/mentorstiden-2811-2011-kallkritik/,True,html-content,2011/11/28/mentorstiden-2811-2011-kallkritik/index.html,False,True,False,https://web.archive.org/web/20180225141659id_/http://ikttips.skolbloggen.se:80/2011/11/28/mentorstiden-2811-2011-kallkritik/,http://ikttips.skolbloggen.se/2011/11/28/mentorstiden-2811-2011-kallkritik/,post_like,2011/11/28/mentorstiden-2811-2011-kallkritik/index.html,
